,id,latitude,longitude,neighbourhood_cleansed,review_scores_location,host_location,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,instant_bookable,license,minimum_nights,maximum_nights,host_is_superhost,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_identity_verified,host_listings_count,host_about,host_verifications,price,availability_30,availability_60,availability_90,availability_365,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,calendar_updated,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_value,reviews_per_month,first_review,last_review,estimated_occupancy_l365d,estimated_revenue_l365d
741,22132037,42.35448,-71.14723,Brighton,5.0,"Boston, MA",Private room in rental unit,Private room,3,,1.5 shared baths,,,"[""Essentials"", ""Kitchen"", ""Washer"", ""Heating"", ""Iron"", ""Air conditioning"", ""Smoke alarm"", ""Wifi"", ""First aid kit"", ""Pool"", ""Pets allowed"", ""Smoking allowed"", ""Hair dryer"", ""Free parking on premises"", ""Dryer""]",f,,91,1125,f,2016-10-27,,,,t,1,,"['email', 'phone', 'work_email']",,0,0,0,0,91.0,1125.0,,,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,0.01,2018-01-01,2018-01-01,0,
742,22267104,42.33451,-71.02731,South Boston,4.89,"Boston, MA",Entire guest suite,Entire home/apt,2,1.0,1 bath,0.0,2.0,"[""Wine glasses"", ""Essentials"", ""Private entrance"", ""Paid parking garage off premises"", ""Clothing storage: closet"", ""Air conditioning"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""32 inch HDTV with Netflix, standard cable, premium cable, Roku"", ""Coffee"", ""Hot water kettle"", ""Self check-in"", ""Dining table"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Shared beach access"", ""Body soap"", ""Freezer"", ""Refrigerator"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Laundromat nearby"", ""Keypad"", ""Hot water"", ""Coffee maker: Keurig coffee machine"", ""Shower gel"", ""Heating"", ""Conditioner"", ""Iron"", ""Wifi"", ""Beach essentials"", ""First aid kit"", ""Hangers"", ""Exterior security cameras on property"", ""Hockey rink"", ""Portable fans"", ""Free street parking""]",f,STR-398624,2,10,t,2015-12-31,within an hour,100%,98%,t,3,"Fifth generation South Bostonian. History buff and Irish music devotee. Experienced business and leisure travelers.  Past owners of a travel agency, and C level business exec.  We bring our experience and expectations of a welcoming accommodation to our three suites for you to enjoy.","['email', 'phone']",$181.00,2,16,31,171,2.0,10.0,t,,518,67,4,4.97,4.98,4.98,4.99,4.98,4.91,5.77,2018-02-04,2025-06-03,255,46155.0
743,22306805,42.33712,-71.03903,South Boston,4.91,"Boston, MA",Entire home,Entire home/apt,8,2.0,2 baths,3.0,3.0,"[""Essentials"", ""Private entrance"", ""Washer"", ""Smoke alarm"", ""Dishes and silverware"", ""Noise decibel monitors on property"", ""Self check-in"", ""Beach access \u2013 Beachfront"", ""Free dryer \u2013 In unit"", ""Oven"", ""Carbon monoxide alarm"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Refrigerator"", ""Pets allowed"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Fire extinguisher"", ""TV"", ""Courtyard view"", ""Dishwasher"", ""Keypad"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Backyard"", ""Heating"", ""Iron"", ""Wifi"", ""First aid kit"", ""Hangers"", ""Exterior security cameras on property"", ""Stove"", ""Coffee maker"", ""Free parking on premises"", ""Central air conditioning"", ""Free street parking""]",f,STR-383143,1,1125,t,2017-12-03,within an hour,100%,97%,t,2,"I love traveling and am a huge gastronome so very much enjoy exploring a city’s food and cocktail scene. To help bring balance,  I find enjoyment in movement so I make time to Crossfit , run , spin - you name it -to stay active wherever I go. ","['email', 'phone']",$396.00,3,14,25,227,1.0,1125.0,t,,393,46,1,4.92,4.95,4.95,4.95,4.94,4.78,4.32,2017-12-27,2025-05-25,255,100980.0
744,22327139,42.37855,-71.03157,East Boston,4.7,"Boston, MA",Private room in home,Private room,2,2.5,2.5 shared baths,1.0,1.0,"[""Wine glasses"", ""Essentials"", ""Air conditioning"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Coffee"", ""Hot water kettle"", ""Self check-in"", ""Dining table"", ""Oven"", ""Carbon monoxide alarm"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Body soap"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Private living room"", ""Lock on bedroom door"", ""Dishwasher"", ""Laundromat nearby"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Smart lock"", ""Coffee maker: Keurig coffee machine"", ""Shower gel"", ""Heating"", ""Conditioner"", ""Iron"", ""Wifi"", ""Toaster"", ""First aid kit"", ""Hangers"", ""Exterior security cameras on property"", ""Stove"", ""Free street parking""]",f,STR-399362,1,14,t,2010-01-11,within an hour,100%,97%,t,8,"Hi there!

We are Boris and Susan - a young, professional couple living in Boston. 

I (Boris) is originally from Lithuania and Susan is from China - and we've been living in Boston for the last 6+ years.

I'm an entrepreneur and an avid traveler. My work focuses on startups and the transportation sector. In the past, I've been a part of the first person-to-person carsharing startup that helped people share their cars with neighbors (think Airbnb + Zipcar). After that, I have founded - and currently run - an electric bike company called EVELO that makes it easier for people to get around wherever they live. 

Susan works as a marketing professional at a larger company and is a huge photography buff. Many of the photos you'll see in our apartment are the ones done by her in our travels.

We both love to travel ourselves and try to stay at Airbnb wherever we go. Over the last few years, we've traveled together to Africa, Cuba, Iceland, Eastern and Western Europe, and Asia - as much as possible we love to incorporate travel in our lifestyle.

We wanted to share our apartment with Airbnb guests as a way to pay back the incredibly hospitality and experiences we've encountered ourselves during our travels. We know what it's like to come to a new place for the first time and our goal is to provide you with a wonderful, cozy and unique place to stay and advice and feedback that you would expect from a friend.

We can't wait to meet you and host you in Boston!","['email', 'phone', 'work_email']",$119.00,28,54,84,359,1.0,14.0,t,,821,95,3,4.88,4.89,4.95,4.94,4.9,4.79,9.03,2017-12-30,2025-06-13,255,30345.0
745,22327141,42.37874,-71.03119,East Boston,4.71,"Boston, MA",Private room in home,Private room,2,2.5,2.5 shared baths,1.0,1.0,"[""Wine glasses"", ""Essentials"", ""Air conditioning"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Coffee"", ""Hot water kettle"", ""Self check-in"", ""Dining table"", ""Oven"", ""Carbon monoxide alarm"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Body soap"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Dishwasher"", ""Laundromat nearby"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Smart lock"", ""Coffee maker: Keurig coffee machine"", ""Shower gel"", ""Heating"", ""Conditioner"", ""Iron"", ""Wifi"", ""Toaster"", ""First aid kit"", ""Hangers"", ""Exterior security cameras on property"", ""Stove"", ""Free street parking""]",f,STR-399362,1,14,t,2010-01-11,within an hour,100%,97%,t,8,"Hi there!

We are Boris and Susan - a young, professional couple living in Boston. 

I (Boris) is originally from Lithuania and Susan is from China - and we've been living in Boston for the last 6+ years.

I'm an entrepreneur and an avid traveler. My work focuses on startups and the transportation sector. In the past, I've been a part of the first person-to-person carsharing startup that helped people share their cars with neighbors (think Airbnb + Zipcar). After that, I have founded - and currently run - an electric bike company called EVELO that makes it easier for people to get around wherever they live. 

Susan works as a marketing professional at a larger company and is a huge photography buff. Many of the photos you'll see in our apartment are the ones done by her in our travels.

We both love to travel ourselves and try to stay at Airbnb wherever we go. Over the last few years, we've traveled together to Africa, Cuba, Iceland, Eastern and Western Europe, and Asia - as much as possible we love to incorporate travel in our lifestyle.

We wanted to share our apartment with Airbnb guests as a way to pay back the incredibly hospitality and experiences we've encountered ourselves during our travels. We know what it's like to come to a new place for the first time and our goal is to provide you with a wonderful, cozy and unique place to stay and advice and feedback that you would expect from a friend.

We can't wait to meet you and host you in Boston!","['email', 'phone', 'work_email']",$119.00,23,49,79,350,1.0,14.0,t,,802,116,9,4.88,4.89,4.95,4.94,4.91,4.76,8.82,2017-12-30,2025-06-15,255,30345.0
746,22327142,42.38038,-71.02937,East Boston,4.67,"Boston, MA",Private room in home,Private room,2,2.5,2.5 shared baths,1.0,1.0,"[""Wine glasses"", ""Essentials"", ""Air conditioning"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Coffee"", ""Hot water kettle"", ""Self check-in"", ""Dining table"", ""Oven"", ""Carbon monoxide alarm"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Body soap"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Dishwasher"", ""Laundromat nearby"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Smart lock"", ""Coffee maker: Keurig coffee machine"", ""Shower gel"", ""Heating"", ""Conditioner"", ""Iron"", ""Wifi"", ""Toaster"", ""First aid kit"", ""Hangers"", ""Exterior security cameras on property"", ""Stove"", ""Free street parking""]",f,STR-399362,1,14,t,2010-01-11,within an hour,100%,97%,t,8,"Hi there!

We are Boris and Susan - a young, professional couple living in Boston. 

I (Boris) is originally from Lithuania and Susan is from China - and we've been living in Boston for the last 6+ years.

I'm an entrepreneur and an avid traveler. My work focuses on startups and the transportation sector. In the past, I've been a part of the first person-to-person carsharing startup that helped people share their cars with neighbors (think Airbnb + Zipcar). After that, I have founded - and currently run - an electric bike company called EVELO that makes it easier for people to get around wherever they live. 

Susan works as a marketing professional at a larger company and is a huge photography buff. Many of the photos you'll see in our apartment are the ones done by her in our travels.

We both love to travel ourselves and try to stay at Airbnb wherever we go. Over the last few years, we've traveled together to Africa, Cuba, Iceland, Eastern and Western Europe, and Asia - as much as possible we love to incorporate travel in our lifestyle.

We wanted to share our apartment with Airbnb guests as a way to pay back the incredibly hospitality and experiences we've encountered ourselves during our travels. We know what it's like to come to a new place for the first time and our goal is to provide you with a wonderful, cozy and unique place to stay and advice and feedback that you would expect from a friend.

We can't wait to meet you and host you in Boston!","['email', 'phone', 'work_email']",$119.00,28,57,87,362,1.0,14.0,t,,664,79,5,4.86,4.9,4.95,4.96,4.92,4.77,7.3,2017-12-31,2025-06-15,255,30345.0
747,22432082,42.31094,-71.12824,Jamaica Plain,,,Private room in guest suite,Private room,4,,1 private bath,2.0,,"[""Essentials"", ""Private entrance"", ""Patio or balcony"", ""Bed linens"", ""Shampoo"", ""TV with standard cable"", ""Hair dryer"", ""Refrigerator"", ""Extra pillows and blankets"", ""Private living room"", ""Hot water"", ""Backyard"", ""Heating"", ""Iron"", ""Wifi"", ""Hangers"", ""Exterior security cameras on property"", ""Coffee maker"", ""Free parking on premises""]",f,,91,1125,f,2017-12-26,,,,f,1,,['phone'],,0,0,0,0,91.0,1125.0,,,0,0,0,,,,,,,,,,0,
748,22581254,42.35718,-71.1568,Brighton,4.5,,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Essentials"", ""Smoke alarm"", ""Dishes and silverware"", ""Stainless steel oven"", ""Hot water kettle"", ""Self check-in"", ""Dining table"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Trash compactor"", ""Free dryer \u2013 In building"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Hair dryer"", ""Refrigerator"", ""Free washer \u2013 In building"", ""Fire extinguisher"", ""Private living room"", ""TV"", ""Lock on bedroom door"", ""Dishwasher"", ""Keypad"", ""Cooking basics"", ""Indoor fireplace"", ""Kitchen"", ""Hot water"", ""Gas stove"", ""Shower gel"", ""Wifi"", ""Hangers"", ""Central heating"", ""Central air conditioning"", ""Free street parking""]",f,,91,1125,t,2018-01-05,within a few hours,100%,100%,f,3,,"['email', 'phone']",$50.00,0,0,0,178,91.0,1125.0,t,,2,1,0,5.0,4.5,5.0,5.0,5.0,5.0,0.03,2019-08-30,2025-03-02,182,9100.0
749,22627055,42.34291,-71.07848,South End,5.0,"Boston, MA",Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,0.0,"[""Essentials"", ""Washer"", ""Patio or balcony"", ""Air conditioning"", ""Dedicated workspace"", ""Dishes and silverware"", ""Hot water kettle"", ""BBQ grill"", ""Long term stays allowed"", ""Coffee maker"", ""Breakfast"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""TV with standard cable"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Fireplace guards"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Dryer"", ""Cooking basics"", ""Indoor fireplace"", ""Kitchen"", ""Hot water"", ""Heating"", ""Iron"", ""Wifi"", ""Toaster"", ""Hangers"", ""Stove"", ""Bathtub""]",f,STR-423341,29,1125,f,2015-11-08,a few days or more,0%,0%,t,8,"Inn Boston Reservations is a central reservation and property management service located in Boston, Massachusetts. IBR provides corporate housing, vacation rentals and fully furnished apartments in premier locations throughout the City including Back Bay, Beacon Hill, Copley Square, South End, Bay Village and Newbury Street. Each suite is uniquely appointed and carefully selected to provide convenience to public transportation, shopping and historic sites.

Amenities include keyless entry, free wireless internet, cable television and local telephone service. Some units feature roof decks, fire places, multiple bathrooms and laundry facilities.

IBR easily accommodates business and corporate travel or people vacationing with friends and family. Furnished apartments range is size from studios, 1, 2 and 3 bedroom apartments. Each flat is located in a historic brownstone or a brick townhouse. Our guests enjoy a comfortable and safe surrounding with privacy and the convenience of knowing we are just a phone call away.

For more information on Inn Boston Reservations, please visit us online at innbostonreservations.com","['email', 'phone', 'work_email']",$200.00,28,58,88,363,29.0,1125.0,t,,4,0,0,4.0,4.75,4.75,4.0,3.75,4.25,0.05,2018-04-18,2020-03-01,0,0.0
750,22627141,42.34291,-71.07848,South End,,"Boston, MA",Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,0.0,"[""Essentials"", ""Washer"", ""Air conditioning"", ""Dedicated workspace"", ""Dishes and silverware"", ""Hot water kettle"", ""BBQ grill"", ""Long term stays allowed"", ""Breakfast"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""TV with standard cable"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Dryer"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Heating"", ""Iron"", ""Wifi"", ""Toaster"", ""Hangers"", ""Stove"", ""Coffee maker""]",f,STR-423344,29,1125,f,2015-11-08,a few days or more,0%,0%,t,8,"Inn Boston Reservations is a central reservation and property management service located in Boston, Massachusetts. IBR provides corporate housing, vacation rentals and fully furnished apartments in premier locations throughout the City including Back Bay, Beacon Hill, Copley Square, South End, Bay Village and Newbury Street. Each suite is uniquely appointed and carefully selected to provide convenience to public transportation, shopping and historic sites.

Amenities include keyless entry, free wireless internet, cable television and local telephone service. Some units feature roof decks, fire places, multiple bathrooms and laundry facilities.

IBR easily accommodates business and corporate travel or people vacationing with friends and family. Furnished apartments range is size from studios, 1, 2 and 3 bedroom apartments. Each flat is located in a historic brownstone or a brick townhouse. Our guests enjoy a comfortable and safe surrounding with privacy and the convenience of knowing we are just a phone call away.

For more information on Inn Boston Reservations, please visit us online at innbostonreservations.com","['email', 'phone', 'work_email']",$200.00,28,58,88,363,29.0,1125.0,t,,0,0,0,,,,,,,,,,0,0.0
751,22627198,42.34291,-71.07848,South End,5.0,"Boston, MA",Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,0.0,"[""Essentials"", ""Washer"", ""Air conditioning"", ""Dedicated workspace"", ""Dishes and silverware"", ""Hot water kettle"", ""BBQ grill"", ""Long term stays allowed"", ""Coffee maker"", ""Breakfast"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""TV with standard cable"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Dryer"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Heating"", ""Iron"", ""Wifi"", ""Toaster"", ""Hangers"", ""Stove"", ""Bathtub""]",f,STR-423347,29,1125,f,2015-11-08,a few days or more,0%,0%,t,8,"Inn Boston Reservations is a central reservation and property management service located in Boston, Massachusetts. IBR provides corporate housing, vacation rentals and fully furnished apartments in premier locations throughout the City including Back Bay, Beacon Hill, Copley Square, South End, Bay Village and Newbury Street. Each suite is uniquely appointed and carefully selected to provide convenience to public transportation, shopping and historic sites.

Amenities include keyless entry, free wireless internet, cable television and local telephone service. Some units feature roof decks, fire places, multiple bathrooms and laundry facilities.

IBR easily accommodates business and corporate travel or people vacationing with friends and family. Furnished apartments range is size from studios, 1, 2 and 3 bedroom apartments. Each flat is located in a historic brownstone or a brick townhouse. Our guests enjoy a comfortable and safe surrounding with privacy and the convenience of knowing we are just a phone call away.

For more information on Inn Boston Reservations, please visit us online at innbostonreservations.com","['email', 'phone', 'work_email']",$150.00,12,42,72,347,29.0,1125.0,t,,3,0,0,5.0,4.67,5.0,4.67,5.0,5.0,0.03,2018-05-06,2019-08-13,0,0.0
752,22651814,42.28497,-71.13567,Roslindale,4.93,"Boston, MA",Private room in townhouse,Private room,2,1.0,1 private bath,1.0,1.0,"[""Wine glasses"", ""Essentials"", ""Baking sheet"", ""Air conditioning"", ""Smoke alarm"", ""Shared patio or balcony"", ""Dishes and silverware"", ""Cleaning available during stay"", ""Self check-in"", ""Oven"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Fast wifi \u2013 237 Mbps"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Body soap"", ""Mini fridge"", ""Extra pillows and blankets"", ""Outdoor furniture"", ""TV"", ""Lock on bedroom door"", ""Dishwasher"", ""Laundromat nearby"", ""Keypad"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Shower gel"", ""Heating"", ""Iron"", ""Toaster"", ""First aid kit"", ""Hangers"", ""Stove"", ""Portable fans"", ""Coffee maker"", ""Free street parking""]",f,STR-530774,2,365,t,2014-05-11,within a few hours,100%,97%,t,3,"Camping, music, reading, and quiet time with friends and family are what I enjoy.  I love going to church and being part of the church community. Boston is a great place to live and every day I am happy to be here!

My hosting style is ""available"" but not ""hovering”. 

My second floor is currently rented to a Travel medical professional, and my bedroom is on the third floor. There will be only two other people in the house.","['email', 'phone']",$64.00,10,22,45,132,2.0,365.0,t,,75,33,6,4.99,4.96,4.96,4.97,4.99,4.95,0.86,2018-05-05,2025-06-16,198,12672.0
753,22692343,42.34245,-71.1489,Brighton,,"Massachusetts, United States",Private room in condo,Private room,2,,1 shared bath,1.0,,"[""Essentials"", ""Kitchen"", ""Heating"", ""Iron"", ""Smoke alarm"", ""Wifi"", ""Pets allowed"", ""Hangers"", ""Smoking allowed"", ""Private living room"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hair dryer""]",f,,91,1125,f,2017-12-16,,,,f,1,,"['email', 'phone']",,0,0,0,0,91.0,1125.0,,,0,0,0,,,,,,,,,,0,
754,22714438,42.34167,-71.07539,South End,4.97,"Boston, MA",Entire loft,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Essentials"", ""Air conditioning"", ""Smoke alarm"", ""Dishes and silverware"", ""Paid parking off premises"", ""Self check-in"", ""Oven"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Microwave"", ""Shampoo"", ""Hair dryer"", ""Refrigerator"", ""Lockbox"", ""TV"", ""Cooking basics"", ""Indoor fireplace"", ""Kitchen"", ""Hot water"", ""Heating"", ""Iron"", ""Wifi"", ""Hangers"", ""Stove"", ""Coffee maker""]",f,STR-413762,29,365,f,2015-07-02,within an hour,100%,33%,t,2,"I am a young professional living in Boston, MA, and working in the media and tech industry. I love big city life, and I often spend time in NYC, SF, and LA. I also truly love to escape on the weekends in the summer in New England. There are so many beautiful, easily accessibly places in this part of the country.","['email', 'phone', 'work_email']",$130.00,8,9,39,129,29.0,365.0,t,,98,0,0,4.78,4.9,4.73,4.86,4.9,4.72,1.11,2018-03-18,2024-05-26,0,0.0
755,22768569,42.28788,-71.11953,Roslindale,,"Boston, MA",Private room in condo,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""Kitchen"", ""Heating"", ""Iron"", ""Air conditioning"", ""Smoke alarm"", ""Wifi"", ""Hangers"", ""TV"", ""Hair dryer"", ""Free parking on premises"", ""Shampoo"", ""Lock on bedroom door"", ""Dryer""]",t,,91,1125,f,2015-02-09,,,,t,1,,"['email', 'phone']",$71.00,30,60,90,270,91.0,1125.0,t,,0,0,0,,,,,,,,,,0,0.0
756,22794472,42.32044,-71.05603,Dorchester,4.62,,Entire home,Entire home/apt,8,2.0,2 baths,3.0,4.0,"[""Essentials"", ""Private entrance"", ""Washer"", ""Air conditioning"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Self check-in"", ""Oven"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Refrigerator"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""TV"", ""Dishwasher"", ""Dryer"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Smart lock"", ""Heating"", ""Iron"", ""Wifi"", ""First aid kit"", ""Hangers"", ""Exterior security cameras on property"", ""Stove"", ""Coffee maker"", ""Free street parking""]",t,Exempt: This listing is a unit used for furnished institutional or business stays,30,1125,f,2017-12-07,,,100%,f,2,"My personal loves include spending time with family, trying new and unfamiliar cuisines, and exploring the world. Part of the joy for me is in providing a platform to let you discover what I love about my favorite cities in America. While I'm a native Bostonian, my wife is a New Yorker, and we spend a good deal of time in Austin, Texas, too. We hope we have the chance to show you New York, Boston, and Austin's amazing energies and vibrant cultures.

Cheers,
David","['email', 'phone']",$208.00,8,19,45,314,30.0,1125.0,t,,112,0,0,4.81,4.79,4.88,4.89,4.93,4.65,1.25,2018-02-19,2021-10-31,0,0.0
757,22840213,42.35872,-71.14229,Brighton,4.64,"Boston, MA",Entire guest suite,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Essentials"", ""Private entrance"", ""Smoke alarm"", ""Dedicated workspace"", ""Coffee"", ""Hot water kettle"", ""Self check-in"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Free dryer \u2013 In building"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Hair dryer"", ""Body soap"", ""Refrigerator"", ""Mini fridge"", ""Free washer \u2013 In building"", ""Clothing storage: closet and wardrobe"", ""Fire extinguisher"", ""TV"", ""Hot water"", ""Smart lock"", ""Backyard"", ""Conditioner"", ""Iron"", ""Wifi"", ""First aid kit"", ""Hangers"", ""Central heating"", ""Exterior security cameras on property"", ""Bathtub"", ""Free parking on premises"", ""Central air conditioning""]",t,STR-413793,2,365,t,2017-02-23,within an hour,100%,100%,t,3,"Kevin and Leigha live and work in Boston, Kevin is a lifelong resident of Boston.  Part of our business is property management so our properties are always well maintained and in the unlikely event a guest has an issue we are equipped to deal with whatever the issue is promptly and professionally.  We love our city and our neighborhood, we enjoy sharing our favorite places to eat and visit with guests. We enjoy traveling ourselves, our most recent adventures took us to Cuba and Ireland, as well as ski trips to Wyoming and Utah. ","['email', 'phone', 'work_email']",$107.00,25,51,76,179,2.0,1085.1,t,,344,34,2,4.74,4.84,4.92,4.91,4.87,4.66,3.82,2018-01-25,2025-06-10,204,21828.0
758,22845323,42.34881,-71.13343,Allston,5.0,"Boston, MA",Entire condo,Entire home/apt,3,,1.5 baths,2.0,,"[""Essentials"", ""Washer"", ""Air conditioning"", ""Paid parking off premises"", ""Elevator"", ""Self check-in"", ""Long term stays allowed"", ""Building staff"", ""Hair dryer"", ""TV"", ""Dryer"", ""Kitchen"", ""Hot water"", ""Heating"", ""Iron"", ""Wifi"", ""Hangers"", ""Free parking on premises"", ""Free street parking""]",f,,180,365,f,2016-07-27,,,,t,1,,"['email', 'phone']",,0,0,0,0,180.0,365.0,,,1,0,0,5.0,4.0,4.0,5.0,5.0,4.0,0.01,2018-05-26,2018-05-26,0,
759,22886713,42.35872,-71.14229,Brighton,4.65,"Boston, MA",Entire guest suite,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Essentials"", ""Private entrance"", ""Smoke alarm"", ""Clothing storage"", ""Coffee"", ""Hot water kettle"", ""Self check-in"", ""Carbon monoxide alarm"", ""Free dryer \u2013 In building"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Hair dryer"", ""Body soap"", ""Refrigerator"", ""Mini fridge"", ""Free washer \u2013 In building"", ""Fire extinguisher"", ""TV"", ""Shared backyard \u2013 Not fully fenced"", ""Hot water"", ""Smart lock"", ""Heating"", ""Conditioner"", ""Iron"", ""Wifi"", ""Hangers"", ""Exterior security cameras on property"", ""Coffee maker"", ""Free parking on premises"", ""Central air conditioning"", ""Free street parking""]",t,STR-413793,2,365,t,2017-02-23,within an hour,100%,100%,t,3,"Kevin and Leigha live and work in Boston, Kevin is a lifelong resident of Boston.  Part of our business is property management so our properties are always well maintained and in the unlikely event a guest has an issue we are equipped to deal with whatever the issue is promptly and professionally.  We love our city and our neighborhood, we enjoy sharing our favorite places to eat and visit with guests. We enjoy traveling ourselves, our most recent adventures took us to Cuba and Ireland, as well as ski trips to Wyoming and Utah. ","['email', 'phone', 'work_email']",$112.00,18,43,64,165,2.0,1085.1,t,,370,34,2,4.78,4.84,4.89,4.93,4.85,4.67,4.11,2018-01-25,2025-05-30,204,22848.0
760,22918412,42.37154,-71.03688,East Boston,4.84,"Massachusetts, United States",Entire condo,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Wine glasses"", ""Essentials"", ""Private entrance"", ""Drying rack for clothing"", ""Stainless steel induction stove"", ""Clothing storage: closet"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Books and reading material"", ""Stainless steel oven"", ""Hot water kettle"", ""Self check-in"", ""Portable heater"", ""Dining table"", ""Long term stays allowed"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Cleaning products"", ""32 inch TV"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Fireplace guards"", ""Shared beach access"", ""Body soap"", ""Freezer"", ""Refrigerator"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Outdoor furniture"", ""Fire extinguisher"", ""Ethernet connection"", ""Lockbox"", ""Courtyard view"", ""Dishwasher"", ""Laundromat nearby"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Backyard"", ""Conditioner"", ""Iron"", ""Wifi"", ""Toaster"", ""First aid kit"", ""Hangers"", ""Babysitter recommendations"", ""Outdoor dining area"", ""Central heating"", ""Bathtub"", ""Central air conditioning""]",f,STR-465279,2,1125,t,2014-06-25,within an hour,100%,99%,t,1,,"['email', 'phone', 'work_email']",$142.00,4,8,13,221,1.9,1125.0,t,,261,70,4,4.84,4.85,4.93,4.94,4.97,4.79,6.55,2022-03-13,2025-06-14,255,36210.0
